conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_7,7,ASSISTANT,2nd My Big Fat Greek Wedding 2.,"[{""start_index"":4,""end_index"":30,""text"":""My Big Fat Greek Wedding 2"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_8,8,ASSISTANT,3rd Trainwreck.,"[{""start_index"":4,""end_index"":14,""text"":""Trainwreck"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_9,9,USER,"Can I see a trailer for Trainwreck, please?","[{""start_index"":24,""end_index"":34,""text"":""Trainwreck"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_10,10,ASSISTANT,Here is the trailer for the movie Trainwreck.,"[{""start_index"":34,""end_index"":44,""text"":""Trainwreck"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_11,11,USER,"Can I see the trailer for Bridal Wave, please?","[{""start_index"":26,""end_index"":37,""text"":""Bridal Wave"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_12,12,ASSISTANT,Here is the trailer for the movie Bridal wave.,"[{""start_index"":34,""end_index"":45,""text"":""Bridal wave"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_16,16,USER,Is the Bridal Wave on Google Play?,"[{""start_index"":7,""end_index"":18,""text"":""Bridal Wave"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":22,""end_index"":33,""text"":""Google Play"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-230231eb-9cc0-420b-9952-ab311ded2bda,dlg-230231eb-9cc0-420b-9952-ab311ded2bda_17,17,ASSISTANT,"Yes, it is available on Google Play from $7.99.","[{""start_index"":24,""end_index"":35,""text"":""Google Play"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":41,""end_index"":46,""text"":""$7.99"",""annotations"":[{""name"":""movie_search.price.streaming""}]}]",train
dlg-23030e0d-9c38-4713-bfc3-5288db087535,dlg-23030e0d-9c38-4713-bfc3-5288db087535_2,2,USER,"Horror, maybe with Jamie Lee Curtis.","[{""start_index"":0,""end_index"":6,""text"":""Horror"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":19,""end_index"":35,""text"":""Jamie Lee Curtis"",""annotations"":[{""name"":""movie_search.release_date""}]},{""start_index"":14,""end_index"":35,""text"":""with Jamie Lee Curtis"",""annotations"":[{""name"":""movie_search.other_description""}]}]",test
dlg-23030e0d-9c38-4713-bfc3-5288db087535,dlg-23030e0d-9c38-4713-bfc3-5288db087535_5,5,ASSISTANT,You want to watch movies on iTunes or Amazon?,"[{""start_index"":28,""end_index"":34,""text"":""iTunes"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":38,""end_index"":44,""text"":""Amazon"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",test
dlg-23030e0d-9c38-4713-bfc3-5288db087535,dlg-23030e0d-9c38-4713-bfc3-5288db087535_6,6,USER,I would like to watch it on Hulu Plus.,"[{""start_index"":28,""end_index"":37,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",test
dlg-23030e0d-9c38-4713-bfc3-5288db087535,dlg-23030e0d-9c38-4713-bfc3-5288db087535_7,7,ASSISTANT,Do you want Hulu Plus as a paid subscription or a rental?,"[{""start_index"":12,""end_index"":21,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",test
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_4,4,USER,Action.,"[{""start_index"":0,""end_index"":6,""text"":""Action"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_11,11,ASSISTANT,There are a lot of action movies out right now.,"[{""start_index"":19,""end_index"":25,""text"":""action"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_13,13,ASSISTANT,The Lego batman movie.,"[{""start_index"":4,""end_index"":15,""text"":""Lego batman"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_14,14,ASSISTANT,John wick chapter 2.,"[{""start_index"":0,""end_index"":19,""text"":""John wick chapter 2"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_15,15,ASSISTANT,Rogue one.,"[{""start_index"":0,""end_index"":9,""text"":""Rogue one"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_16,16,ASSISTANT,Resident evil.,"[{""start_index"":0,""end_index"":13,""text"":""Resident evil"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_17,17,ASSISTANT,Passengers.,"[{""start_index"":0,""end_index"":10,""text"":""Passengers"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_18,18,ASSISTANT,And XXX.,"[{""start_index"":4,""end_index"":7,""text"":""XXX"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_19,19,USER,Let's see John Wick.,"[{""start_index"":10,""end_index"":19,""text"":""John Wick"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_21,21,USER,Yeah. Let's see John Wick.,"[{""start_index"":16,""end_index"":25,""text"":""John Wick"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_22,22,ASSISTANT,Okay john wick.,"[{""start_index"":5,""end_index"":14,""text"":""john wick"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_24,24,USER,After 7:00 p.m.,"[{""start_index"":6,""end_index"":14,""text"":""7:00 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_30,30,USER,Less than $12.,"[{""start_index"":10,""end_index"":13,""text"":""$12"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_32,32,ASSISTANT,And standard showing is okay?,"[{""start_index"":4,""end_index"":12,""text"":""standard"",""annotations"":[{""name"":""movie_search.type.screening""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_35,35,ASSISTANT,There is only one theater with a less than $12 for a ticket.,"[{""start_index"":43,""end_index"":46,""text"":""$12"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_36,36,ASSISTANT,It's century 9.,"[{""start_index"":5,""end_index"":14,""text"":""century 9"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_37,37,ASSISTANT,The showtimes are 8:00 PM and 11:00 PM.,"[{""start_index"":18,""end_index"":25,""text"":""8:00 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":30,""end_index"":38,""text"":""11:00 PM"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_38,38,ASSISTANT,The ticket price is $11.50.,"[{""start_index"":20,""end_index"":26,""text"":""$11.50"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_40,40,USER,8:00 p.m.,"[{""start_index"":0,""end_index"":8,""text"":""8:00 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32,dlg-230ef9ca-1c23-4a83-89f0-4b84d0901c32_42,42,ASSISTANT,Enjoy John Wick at 8:00 PM at Century 9.,"[{""start_index"":6,""end_index"":15,""text"":""John Wick"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":19,""end_index"":26,""text"":""8:00 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":30,""end_index"":39,""text"":""Century 9"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8,dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8_1,1,USER,I'm looking for a movie to watch at home. Something that is top rated.,"[{""start_index"":60,""end_index"":69,""text"":""top rated"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8,dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8_3,3,ASSISTANT,How about Gravity or The Great Gatsby?,"[{""start_index"":10,""end_index"":17,""text"":""Gravity"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":21,""end_index"":37,""text"":""The Great Gatsby"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8,dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8_4,4,USER,Do they last less than 2 hours?,"[{""start_index"":13,""end_index"":30,""text"":""less than 2 hours"",""annotations"":[{""name"":""movie_search.runtime""}]}]",train
dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8,dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8_6,6,USER,"Okay, show me a trailer for The Great Gatsby.","[{""start_index"":28,""end_index"":44,""text"":""The Great Gatsby"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8,dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8_9,9,USER,Is this available on Amazon?,"[{""start_index"":21,""end_index"":27,""text"":""Amazon"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8,dlg-23150dc8-5287-4a24-aeb8-73c6e0b3eda8_10,10,ASSISTANT,It is available on Amazon video for $2.99.,"[{""start_index"":19,""end_index"":31,""text"":""Amazon video"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":36,""end_index"":41,""text"":""$2.99"",""annotations"":[{""name"":""movie_search.price.streaming""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_1,1,USER,"I'm in Champagne, Illinois. I want to see a movie.","[{""start_index"":7,""end_index"":26,""text"":""Champagne, Illinois"",""annotations"":[{""name"":""movie_search.location.theater""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_3,3,USER,Action.,"[{""start_index"":0,""end_index"":6,""text"":""Action"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_4,4,ASSISTANT,"How about Wonder Woman,or The Mummy, Pirates of the Caribbean, or Guardians of the Galaxy.","[{""start_index"":10,""end_index"":22,""text"":""Wonder Woman"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":26,""end_index"":35,""text"":""The Mummy"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":37,""end_index"":61,""text"":""Pirates of the Caribbean"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":66,""end_index"":89,""text"":""Guardians of the Galaxy"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_5,5,USER,Guardians of the Galaxy.,"[{""start_index"":0,""end_index"":23,""text"":""Guardians of the Galaxy"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_6,6,ASSISTANT,It is playing at AMC Champagne 13 at 6:30 p.m.,"[{""start_index"":17,""end_index"":33,""text"":""AMC Champagne 13"",""annotations"":[{""name"":""movie_search.name.theater""}]},{""start_index"":37,""end_index"":45,""text"":""6:30 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_11,11,USER,Two.,"[{""start_index"":0,""end_index"":3,""text"":""Two"",""annotations"":[{""name"":""movie_ticket.num.tickets""}]}]",train
dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718,dlg-23222572-c6ae-4b34-ab2f-07fa6aabf718_12,12,ASSISTANT,Two tickets to Guardians of the Galaxy on movietickets.com at $20.38.,"[{""start_index"":0,""end_index"":11,""text"":""Two tickets"",""annotations"":[{""name"":""movie_ticket.num.tickets""}]},{""start_index"":15,""end_index"":38,""text"":""Guardians of the Galaxy"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":62,""end_index"":68,""text"":""$20.38"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_2,2,USER,I'm looking for a comedy.,"[{""start_index"":18,""end_index"":24,""text"":""comedy"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_3,3,ASSISTANT,I'm going to search for the best comedies around you.,"[{""start_index"":33,""end_index"":41,""text"":""comedies"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":28,""end_index"":41,""text"":""best comedies"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_5,5,ASSISTANT,The comedies that are playing right now are La La Land and Sing and Milana.,"[{""start_index"":4,""end_index"":12,""text"":""comedies"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":44,""end_index"":54,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":59,""end_index"":63,""text"":""Sing"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":68,""end_index"":74,""text"":""Milana"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_6,6,USER,I'd like to see La La Land.,"[{""start_index"":16,""end_index"":26,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_7,7,ASSISTANT,When were you hoping to see La La Land?,"[{""start_index"":28,""end_index"":38,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_9,9,ASSISTANT,Let me check the movie times for La La Land for tomorrow night.,"[{""start_index"":33,""end_index"":43,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_10,10,ASSISTANT,"La La Land is playing tomorrow at 4:05 pm, 7:05 pm and 10:05 pm.","[{""start_index"":0,""end_index"":10,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":34,""end_index"":41,""text"":""4:05 pm"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":43,""end_index"":50,""text"":""7:05 pm"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":55,""end_index"":63,""text"":""10:05 pm"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_11,11,USER,"Okay, how about 7:05 pm? What theater is it playing at?","[{""start_index"":16,""end_index"":23,""text"":""7:05 pm"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_12,12,ASSISTANT,La La Land is playing at the closest theater to you at AMC Cupertino Square 16.,"[{""start_index"":0,""end_index"":10,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":29,""end_index"":51,""text"":""closest theater to you"",""annotations"":[{""name"":""movie_search.location.theater""}]},{""start_index"":55,""end_index"":78,""text"":""AMC Cupertino Square 16"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b,dlg-2334ac03-48ce-45b2-ac6e-d0e067c21c6b_14,14,ASSISTANT,Ticket prices will cost $1299 per adult.,"[{""start_index"":24,""end_index"":39,""text"":""$1299 per adult"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_3,3,USER,Either Drama or Comedy. Maybe something with Tom Hank. And I would like the movie directed by Steven Spielber and I'd like it to start at 7:30 in the evening.,"[{""start_index"":7,""end_index"":12,""text"":""Drama"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":16,""end_index"":22,""text"":""Comedy"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":138,""end_index"":142,""text"":""7:30"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":45,""end_index"":53,""text"":""Tom Hank"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":94,""end_index"":109,""text"":""Steven Spielber"",""annotations"":[{""name"":""movie_search.real_person""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_4,4,ASSISTANT,For that time in Santa Barbara I Have The Lost City Of Z playing at 7:30 at Paseo Nuevo located at 8 West de la Guerra place.,"[{""start_index"":17,""end_index"":30,""text"":""Santa Barbara"",""annotations"":[{""name"":""movie_search.location.theater""}]},{""start_index"":38,""end_index"":56,""text"":""The Lost City Of Z"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":68,""end_index"":72,""text"":""7:30"",""annotations"":[{""name"":""movie_search.time.start""},{""name"":""movie_ticket.time.start""}]},{""start_index"":76,""end_index"":87,""text"":""Paseo Nuevo"",""annotations"":[{""name"":""movie_search.name.theater""}]},{""start_index"":99,""end_index"":124,""text"":""8 West de la Guerra place"",""annotations"":[{""name"":""movie_search.location.theater""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_5,5,USER,Okay. Is that an IMAX film or 3D?,"[{""start_index"":17,""end_index"":21,""text"":""IMAX"",""annotations"":[{""name"":""movie_search.type.screening""}]},{""start_index"":30,""end_index"":32,""text"":""3D"",""annotations"":[{""name"":""movie_search.type.screening""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_6,6,ASSISTANT,There is no information about that being in IMAX or not.,"[{""start_index"":44,""end_index"":48,""text"":""IMAX"",""annotations"":[{""name"":""movie_search.type.screening""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_7,7,USER,"Okay. The tickets, They're not going to be more than $15, right?","[{""start_index"":27,""end_index"":56,""text"":""not going to be more than $15"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_8,8,ASSISTANT,The ticket prices for adults at that movie time are $12.50.,"[{""start_index"":52,""end_index"":58,""text"":""$12.50"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_9,9,USER,Okay. Did it win an Oscar or a Golden Globe?,"[{""start_index"":13,""end_index"":25,""text"":""win an Oscar"",""annotations"":[{""name"":""movie_search.other_description""}]},{""start_index"":29,""end_index"":43,""text"":""a Golden Globe"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_11,11,ASSISTANT,It did not win any Oscars or Golden Globe Awards.,"[{""start_index"":15,""end_index"":25,""text"":""any Oscars"",""annotations"":[{""name"":""movie_search.other_description""}]},{""start_index"":29,""end_index"":48,""text"":""Golden Globe Awards"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_12,12,ASSISTANT,The theater is Paseo Nuevo.,"[{""start_index"":15,""end_index"":26,""text"":""Paseo Nuevo"",""annotations"":[{""name"":""movie_search.name.theater""},{""name"":""movie_ticket.name.theater""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_14,14,USER,"It got good reviews, right?","[{""start_index"":7,""end_index"":19,""text"":""good reviews"",""annotations"":[{""name"":""movie_search.audience_rating""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_15,15,ASSISTANT,The lost city of Z is rated at 4.5 Stars.,"[{""start_index"":0,""end_index"":18,""text"":""The lost city of Z"",""annotations"":[{""name"":""movie_search.name.movie""},{""name"":""movie_ticket.name.movie""}]},{""start_index"":31,""end_index"":40,""text"":""4.5 Stars"",""annotations"":[{""name"":""movie_search.audience_rating""}]}]",train
dlg-233f292a-4137-4854-86c1-60a43adc25a0,dlg-233f292a-4137-4854-86c1-60a43adc25a0_18,18,ASSISTANT,You got it. I'll send an email confirmation with your movie ticket.,"[{""start_index"":0,""end_index"":10,""text"":""You got it"",""annotations"":[{""name"":""movie_ticket.ticket_booking""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_0,0,USER,"I need to find a local movie theater in New Bern, North Carolina. Can you tell me what is playing at this theater?","[{""start_index"":40,""end_index"":64,""text"":""New Bern, North Carolina"",""annotations"":[{""name"":""movie_search.location.theater""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_2,2,ASSISTANT,I see that Bear Town Cinema 6 is playing at New Bern theater and showing is at 7 PM.,"[{""start_index"":44,""end_index"":60,""text"":""New Bern theater"",""annotations"":[{""name"":""movie_search.name.theater""}]},{""start_index"":79,""end_index"":83,""text"":""7 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":11,""end_index"":29,""text"":""Bear Town Cinema 6"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_5,5,USER,What movie is playing tomorrow at Bear Town Cinema?,"[{""start_index"":34,""end_index"":50,""text"":""Bear Town Cinema"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_6,6,ASSISTANT,I see that it is Jumanji: Welcome to the Jungle.,"[{""start_index"":17,""end_index"":47,""text"":""Jumanji: Welcome to the Jungle"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_7,7,USER,I would like to see Jumanji. May I know the show time?,"[{""start_index"":20,""end_index"":27,""text"":""Jumanji"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_8,8,ASSISTANT,The show times are Standard at 3:30 PM and 3-D at 6:30 PM.,"[{""start_index"":19,""end_index"":27,""text"":""Standard"",""annotations"":[{""name"":""movie_search.type.screening""}]},{""start_index"":31,""end_index"":38,""text"":""3:30 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":43,""end_index"":46,""text"":""3-D"",""annotations"":[{""name"":""movie_ticket.type.screening""}]},{""start_index"":50,""end_index"":57,""text"":""6:30 PM"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_9,9,USER,I want to see the Jumanji at Bear Town Cinema at 6:30 PM.,"[{""start_index"":18,""end_index"":25,""text"":""Jumanji"",""annotations"":[{""name"":""movie_ticket.name.movie""}]},{""start_index"":29,""end_index"":45,""text"":""Bear Town Cinema"",""annotations"":[{""name"":""movie_ticket.name.theater""}]},{""start_index"":49,""end_index"":56,""text"":""6:30 PM"",""annotations"":[{""name"":""movie_ticket.time.start""}]}]",train
dlg-2349e938-174b-426b-ab72-17caa3aa6dac,dlg-2349e938-174b-426b-ab72-17caa3aa6dac_10,10,ASSISTANT,"I have booked tickets for you, is there any thing else I can help you with today?","[{""start_index"":0,""end_index"":29,""text"":""I have booked tickets for you"",""annotations"":[{""name"":""movie_ticket.ticket_booking""}]}]",train
