conversation_id,example_id,source_id,input_text,target_text,split
dlg-4fc356a6-52c9-4a7e-b444-4e4cc056c201,dlg-4fc356a6-52c9-4a7e-b444-4e4cc056c201_13_14__g1,dlg-4fc356a6-52c9-4a7e-b444-4e4cc056c201_13_14,Seems like a fun song!,That sounds like a fun song!,validation
dlg-4fc356a6-52c9-4a7e-b444-4e4cc056c201,dlg-4fc356a6-52c9-4a7e-b444-4e4cc056c201_13_14__g2,dlg-4fc356a6-52c9-4a7e-b444-4e4cc056c201_13_14,Seems like a fun song!,It seems like a fun song!,validation
dlg-4fd65559-3e41-433d-a50b-39130d3ce905,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_3_8__g1,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_3_8,Thank you. Just one moment. Here's the song by Ledisi. Okay. Here's Pieces Of Me by Ledisi.,"Thank you. Please hold on for a moment. Here is the song by Ledisi. Alright, here is Pieces Of Me by Ledisi.",validation
dlg-4fd65559-3e41-433d-a50b-39130d3ce905,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_3_8__g2,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_3_8,Thank you. Just one moment. Here's the song by Ledisi. Okay. Here's Pieces Of Me by Ledisi.,"Thanks. Just a second. Here is the track by Ledisi. Okay, here is Pieces Of Me by Ledisi.",validation
dlg-4fd65559-3e41-433d-a50b-39130d3ce905,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_11_16__g1,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_11_16,Another R&B artist similar to Ledisi? Okay. This will just be a second. Have you heard of the artist Jaguar Wright? Here's Self Love by Jaguar Wright.,Are you looking for another R&B artist similar to Ledisi? Give me just a second. Have you heard of Jaguar Wright? Here is Self Love by Jaguar Wright.,validation
dlg-4fd65559-3e41-433d-a50b-39130d3ce905,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_11_16__g2,dlg-4fd65559-3e41-433d-a50b-39130d3ce905_11_16,Another R&B artist similar to Ledisi? Okay. This will just be a second. Have you heard of the artist Jaguar Wright? Here's Self Love by Jaguar Wright.,"You're looking for an R&B artist like Ledisi? Okay, just one moment. Have you ever heard of Jaguar Wright? Here is the song Self Love by Jaguar Wright.",validation
dlg-50122574-cd6a-48b4-b468-6ceb66f090bb,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_2_6__g1,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_2_6,Here is peace sells by Megadeth.,I have provided peace sells by Megadeth.,train
dlg-50122574-cd6a-48b4-b468-6ceb66f090bb,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_2_6__g2,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_2_6,Here is peace sells by Megadeth.,Here is the song peace sells by Megadeth.,train
dlg-50122574-cd6a-48b4-b468-6ceb66f090bb,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_7_17__g1,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_7_17,Here is Devil's Island by Megadeth. Here is Dystopia by Megadeth.,I have provided Devil's Island by Megadeth and Dystopia by Megadeth for you.,train
dlg-50122574-cd6a-48b4-b468-6ceb66f090bb,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_7_17__g2,dlg-50122574-cd6a-48b4-b468-6ceb66f090bb_7_17,Here is Devil's Island by Megadeth. Here is Dystopia by Megadeth.,Here are the songs Devil's Island by Megadeth and Dystopia by Megadeth.,train
dlg-501a9a17-4d38-4fca-a85d-74d7743c9506,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_1_3__g1,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_1_3,Here is one little string by Jule Vera.,I have a short piece by Jule Vera for you.,train
dlg-501a9a17-4d38-4fca-a85d-74d7743c9506,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_1_3__g2,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_1_3,Here is one little string by Jule Vera.,Here is a brief string composed by Jule Vera.,train
dlg-501a9a17-4d38-4fca-a85d-74d7743c9506,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_4_6__g1,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_4_6,Here is Scarlet Letter by Jule Vera.,I have provided Scarlet Letter by Jule Vera.,train
dlg-501a9a17-4d38-4fca-a85d-74d7743c9506,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_4_6__g2,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_4_6,Here is Scarlet Letter by Jule Vera.,Here is the track Scarlet Letter by Jule Vera.,train
dlg-501a9a17-4d38-4fca-a85d-74d7743c9506,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_7_9__g1,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_7_9,Let me see if I can find a cover of the song for you. Here is Scarlet Letter performance by Allison Le.,I'll check to see if I can find a cover of the song for you. Here is the Scarlet Letter performance by Allison Le.,train
dlg-501a9a17-4d38-4fca-a85d-74d7743c9506,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_7_9__g2,dlg-501a9a17-4d38-4fca-a85d-74d7743c9506_7_9,Let me see if I can find a cover of the song for you. Here is Scarlet Letter performance by Allison Le.,Let me try to locate a cover of the song for you. Here is Allison Le.'s performance of Scarlet Letter.,train
dlg-50388e22-59cb-4a62-a577-7e2af556f3b4,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_1_9__g1,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_1_9,"Of course, have you heard of Kendrick Lamar? What about J Cole? No Role Modelz - J. Cole (Lyrics).","Certainly, are you familiar with Kendrick Lamar? How about J Cole? Here are the lyrics for No Role Modelz by J. Cole.",train
dlg-50388e22-59cb-4a62-a577-7e2af556f3b4,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_1_9__g2,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_1_9,"Of course, have you heard of Kendrick Lamar? What about J Cole? No Role Modelz - J. Cole (Lyrics).","Sure, have you listened to Kendrick Lamar? What do you think of J Cole? Here is the song No Role Modelz - J. Cole (Lyrics).",train
dlg-50388e22-59cb-4a62-a577-7e2af556f3b4,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_10_12__g1,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_10_12,Have you heard of Lupe Fiasco?,Are you familiar with Lupe Fiasco?,train
dlg-50388e22-59cb-4a62-a577-7e2af556f3b4,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_10_12__g2,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_10_12,Have you heard of Lupe Fiasco?,Do you know who Lupe Fiasco is?,train
dlg-50388e22-59cb-4a62-a577-7e2af556f3b4,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_14_16__g1,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_14_16,Guy Sebastian Ft. Lupe Fiasco- Battle Scars (lyrics).,Guy Sebastian Ft. Lupe Fiasco- Battle Scars (lyrics).,train
dlg-50388e22-59cb-4a62-a577-7e2af556f3b4,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_14_16__g2,dlg-50388e22-59cb-4a62-a577-7e2af556f3b4_14_16,Guy Sebastian Ft. Lupe Fiasco- Battle Scars (lyrics).,Lyrics for Battle Scars by Guy Sebastian Ft. Lupe Fiasco.,train
dlg-5067e261-4e92-46c2-811e-e016f8c27b9d,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_1_3__g1,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_1_3,Here's Send My Love (To Your New Lover).,I am playing Send My Love (To Your New Lover) for you now.,test
dlg-5067e261-4e92-46c2-811e-e016f8c27b9d,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_1_3__g2,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_1_3,Here's Send My Love (To Your New Lover).,Here is the track Send My Love (To Your New Lover).,test
dlg-5067e261-4e92-46c2-811e-e016f8c27b9d,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_4_7__g1,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_4_7,Definitely. Here's Christina Perri Human Lyrics.,Certainly. Here are the lyrics for 'Human' by Christina Perri.,test
dlg-5067e261-4e92-46c2-811e-e016f8c27b9d,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_4_7__g2,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_4_7,Definitely. Here's Christina Perri Human Lyrics.,"Of course. I have provided the lyrics to Christina Perri's song, Human.",test
dlg-5067e261-4e92-46c2-811e-e016f8c27b9d,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_8_9__g1,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_8_9,Here's Christina Perri- Jar of Hearts Lyrics.,I've provided the lyrics for Jar of Hearts by Christina Perri.,test
dlg-5067e261-4e92-46c2-811e-e016f8c27b9d,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_8_9__g2,dlg-5067e261-4e92-46c2-811e-e016f8c27b9d_8_9,Here's Christina Perri- Jar of Hearts Lyrics.,Here are the lyrics to Christina Perri's Jar of Hearts.,test
dlg-5073205d-7d88-43d2-ad9f-6e5357b32130,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_1_13__g1,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_1_13,"Okay, God forbid. Let's see what else I can find that you may not be familiar with? Are you familiar with the artist Killswitch Engage? How about Atreyu? How about the artist Bullet for My Valentine? Shai-Hulud? Great. Let me play a song by this artist. Here is the song Reach Beyond the Sun by Shai Hulud. Do you like it? Here is the song Reach Beyond the Sun by Shai Hulud.","Oh, God forbid. Let me see what other artists you might not know. Are you familiar with Killswitch Engage? What about Atreyu? How about Bullet for My Valentine? Or Shai-Hulud? Great. Let me play a track by this artist for you. Here is Reach Beyond the Sun by Shai Hulud. Do you like it? Here is the song Reach Beyond the Sun by Shai Hulud.",train
dlg-5073205d-7d88-43d2-ad9f-6e5357b32130,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_1_13__g2,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_1_13,"Okay, God forbid. Let's see what else I can find that you may not be familiar with? Are you familiar with the artist Killswitch Engage? How about Atreyu? How about the artist Bullet for My Valentine? Shai-Hulud? Great. Let me play a song by this artist. Here is the song Reach Beyond the Sun by Shai Hulud. Do you like it? Here is the song Reach Beyond the Sun by Shai Hulud.","Well, God forbid. Let's look for some other artists you may not be acquainted with. Have you heard of Killswitch Engage? How about Atreyu? Or perhaps Bullet for My Valentine? What about Shai-Hulud? Great. Let me play a song by this artist. Here is the song Reach Beyond the Sun by Shai Hulud. Do you like it? Here is Reach Beyond the Sun by Shai Hulud.",train
dlg-5073205d-7d88-43d2-ad9f-6e5357b32130,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_15_21__g1,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_15_21,Are you familiar with the artist Call to Preserve? Here is the song Lincoln Street by Call To Preserve.,Do you know the artist Call to Preserve? I have here the song Lincoln Street by Call To Preserve.,train
dlg-5073205d-7d88-43d2-ad9f-6e5357b32130,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_15_21__g2,dlg-5073205d-7d88-43d2-ad9f-6e5357b32130_15_21,Are you familiar with the artist Call to Preserve? Here is the song Lincoln Street by Call To Preserve.,Are you acquainted with Call to Preserve? Here is the track Lincoln Street by Call To Preserve.,train
dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_0_2__g1,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_0_2,Here is Wale-Running back.,Here is Running back by Wale.,validation
dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_0_2__g2,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_0_2,Here is Wale-Running back.,I have provided Wale-Running back for you.,validation
dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_3_6__g1,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_3_6,"That's to bad, what would you like? Here's Wale-Fashion Week.",I'm sorry to hear that. What would you like instead? Here is Wale-Fashion Week.,validation
dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_3_6__g2,dlg-50a70ee2-ffee-4068-81ab-1b9fbbcefba3_3_6,"That's to bad, what would you like? Here's Wale-Fashion Week.",That is too bad. What can I get for you? Here is Wale-Fashion Week.,validation
dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_1_10__g1,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_1_10,"Okay. Let's see what else I can find that you may not be familiar with. Just one moment. Have you heard of the artist named Ta-ku? Here's Higher by Ta-ku. By Ta-ku? Here's the Drive Slow, Homie Pt. IV by Ta-ku.","Alright. Let me look for some other tracks you might not know. Give me just a moment. Are you familiar with the artist Ta-ku? Here is Higher by Ta-ku. By Ta-ku? Here is Drive Slow, Homie Pt. IV by Ta-ku.",train
dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_1_10__g2,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_1_10,"Okay. Let's see what else I can find that you may not be familiar with. Just one moment. Have you heard of the artist named Ta-ku? Here's Higher by Ta-ku. By Ta-ku? Here's the Drive Slow, Homie Pt. IV by Ta-ku.","Okay. Let's see what other music I can find that you might not be aware of. Just one moment. Have you ever heard of the artist Ta-ku? Here is Higher by Ta-ku. By Ta-ku? Here is Drive Slow, Homie Pt. IV by Ta-ku.",train
dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_11_17__g1,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_11_17,"Okay, Have you heard of the artist name Porter Robinson? Have you heard of artist name Porter Robinson? Here's the Sad Machine by Porter Robinson. Shelter (Official Video) (Short Film with A-1 Pictures & Crunchyroll) by Porter Robinson & Madeon. You are welcome, bye.","Are you familiar with the artist Porter Robinson? Have you heard of Porter Robinson? Here is the Sad Machine by Porter Robinson. Also, here is Shelter (Official Video) (Short Film with A-1 Pictures & Crunchyroll) by Porter Robinson & Madeon. You're welcome, goodbye.",train
dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_11_17__g2,dlg-510f0f9b-8f2d-476e-ac11-28b1f5d1ccdc_11_17,"Okay, Have you heard of the artist name Porter Robinson? Have you heard of artist name Porter Robinson? Here's the Sad Machine by Porter Robinson. Shelter (Official Video) (Short Film with A-1 Pictures & Crunchyroll) by Porter Robinson & Madeon. You are welcome, bye.","Have you ever heard of the artist Porter Robinson? Are you aware of Porter Robinson? Here is the Sad Machine by Porter Robinson. Here is Shelter (Official Video) (Short Film with A-1 Pictures & Crunchyroll) by Porter Robinson & Madeon. You are welcome, bye.",train
dlg-513401b7-52f6-47ff-b039-943c55be5374,dlg-513401b7-52f6-47ff-b039-943c55be5374_0_2__g1,dlg-513401b7-52f6-47ff-b039-943c55be5374_0_2,Here is Jill Scott Heron performing the bottle.,I have Jill Scott Heron performing the bottle here for you.,train
dlg-513401b7-52f6-47ff-b039-943c55be5374,dlg-513401b7-52f6-47ff-b039-943c55be5374_0_2__g2,dlg-513401b7-52f6-47ff-b039-943c55be5374_0_2,Here is Jill Scott Heron performing the bottle.,Please find Jill Scott Heron's performance of the bottle here.,train
dlg-513401b7-52f6-47ff-b039-943c55be5374,dlg-513401b7-52f6-47ff-b039-943c55be5374_3_4__g1,dlg-513401b7-52f6-47ff-b039-943c55be5374_3_4,Here is the Alabama Shakes performing Don't Want To Fight.,I have provided Alabama Shakes performing Don't Want To Fight.,train
dlg-513401b7-52f6-47ff-b039-943c55be5374,dlg-513401b7-52f6-47ff-b039-943c55be5374_3_4__g2,dlg-513401b7-52f6-47ff-b039-943c55be5374_3_4,Here is the Alabama Shakes performing Don't Want To Fight.,Here is the performance of Don't Want To Fight by Alabama Shakes.,train
dlg-513401b7-52f6-47ff-b039-943c55be5374,dlg-513401b7-52f6-47ff-b039-943c55be5374_5_6__g1,dlg-513401b7-52f6-47ff-b039-943c55be5374_5_6,Here is Marvin Gaye performing I Heard It Through The Grapevine.,I'm providing a performance of 'I Heard It Through The Grapevine' by Marvin Gaye.,train
dlg-513401b7-52f6-47ff-b039-943c55be5374,dlg-513401b7-52f6-47ff-b039-943c55be5374_5_6__g2,dlg-513401b7-52f6-47ff-b039-943c55be5374_5_6,Here is Marvin Gaye performing I Heard It Through The Grapevine.,You can find Marvin Gaye performing 'I Heard It Through The Grapevine' here.,train
dlg-516d9149-99a0-475d-845e-fd0d02d57bf7,dlg-516d9149-99a0-475d-845e-fd0d02d57bf7_0_4__g1,dlg-516d9149-99a0-475d-845e-fd0d02d57bf7_0_4,How about kiss I was made for loving you?,What about 'I Was Made for Lovin' by KISS?,train
dlg-516d9149-99a0-475d-845e-fd0d02d57bf7,dlg-516d9149-99a0-475d-845e-fd0d02d57bf7_0_4__g2,dlg-516d9149-99a0-475d-845e-fd0d02d57bf7_0_4,How about kiss I was made for loving you?,How about the song 'I Was Made for Lovin' by KISS?,train
dlg-518a806f-129b-4a51-bfca-c825ef6e68ed,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_2_9__g1,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_2_9,"Let me see, what I can find based on Steely Dan? Have you heard of the band Fleetwood Mac or Rush? Here is Limelight by Rush.",Let me check what I can find related to Steely Dan. Are you familiar with the bands Fleetwood Mac or Rush? Here is the song Limelight by Rush.,train
dlg-518a806f-129b-4a51-bfca-c825ef6e68ed,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_2_9__g2,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_2_9,"Let me see, what I can find based on Steely Dan? Have you heard of the band Fleetwood Mac or Rush? Here is Limelight by Rush.",I'll see what I can find based on Steely Dan. Have you ever listened to Fleetwood Mac or Rush? I have Limelight by Rush here for you.,train
dlg-518a806f-129b-4a51-bfca-c825ef6e68ed,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_11_14__g1,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_11_14,Here is the Chain by Fleetwood Mac.,I have provided the song 'The Chain' by Fleetwood Mac.,train
dlg-518a806f-129b-4a51-bfca-c825ef6e68ed,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_11_14__g2,dlg-518a806f-129b-4a51-bfca-c825ef6e68ed_11_14,Here is the Chain by Fleetwood Mac.,Please find 'The Chain' by Fleetwood Mac here.,train
dlg-51924dac-017c-4433-a041-a2b44361a54f,dlg-51924dac-017c-4433-a041-a2b44361a54f_2_3__g1,dlg-51924dac-017c-4433-a041-a2b44361a54f_2_3,Here's the song by Mamas & the Papas called San Francisco.,I have the song San Francisco by Mamas & the Papas for you.,train
dlg-51924dac-017c-4433-a041-a2b44361a54f,dlg-51924dac-017c-4433-a041-a2b44361a54f_2_3__g2,dlg-51924dac-017c-4433-a041-a2b44361a54f_2_3,Here's the song by Mamas & the Papas called San Francisco.,Here is the track titled San Francisco by Mamas & the Papas.,train
dlg-51924dac-017c-4433-a041-a2b44361a54f,dlg-51924dac-017c-4433-a041-a2b44361a54f_4_6__g1,dlg-51924dac-017c-4433-a041-a2b44361a54f_4_6,Here's the California Dreamin'.,Here is 'California Dreamin'.,train
dlg-51924dac-017c-4433-a041-a2b44361a54f,dlg-51924dac-017c-4433-a041-a2b44361a54f_4_6__g2,dlg-51924dac-017c-4433-a041-a2b44361a54f_4_6,Here's the California Dreamin'.,I'm playing 'California Dreamin' for you now.,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_1_2__g1,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_1_2,How about the song Just The Way You Are by Bruno mars?,How about the song Just The Way You Are by Bruno mars?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_1_2__g2,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_1_2,How about the song Just The Way You Are by Bruno mars?,Would you like to hear Just The Way You Are by Bruno mars?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_4_6__g1,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_4_6,How about the song Girls Just Want To Have Fun by Cyndi Lauper?,How about the song Girls Just Want To Have Fun by Cyndi Lauper?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_4_6__g2,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_4_6,How about the song Girls Just Want To Have Fun by Cyndi Lauper?,Would you like to hear Girls Just Want To Have Fun by Cyndi Lauper?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_9_10__g1,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_9_10,How about the song Wake Me Up Before You Go-Go by wham?,What do you think about the song Wake Me Up Before You Go-Go by wham?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_9_10__g2,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_9_10,How about the song Wake Me Up Before You Go-Go by wham?,How do you feel about wham's song Wake Me Up Before You Go-Go?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_12_14__g1,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_12_14,How about the song Bye Bye Bye by NSYNC.,What about the song Bye Bye Bye by NSYNC?,train
dlg-51a65804-4980-494a-8d7b-23a35e6bae09,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_12_14__g2,dlg-51a65804-4980-494a-8d7b-23a35e6bae09_12_14,How about the song Bye Bye Bye by NSYNC.,How about NSYNC's song Bye Bye Bye?,train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_0_4__g1,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_0_4,"Ok, here is Deer Hunter - Snakeskin.","Alright, here is Snakeskin by Deer Hunter.",train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_0_4__g2,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_0_4,"Ok, here is Deer Hunter - Snakeskin.","Sure, here is Deer Hunter - Snakeskin.",train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_5_6__g1,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_5_6,Here is Kurt Vile - Pretty Pimpin.,I have provided Kurt Vile - Pretty Pimpin.,train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_5_6__g2,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_5_6,Here is Kurt Vile - Pretty Pimpin.,Here is the track Pretty Pimpin. by Kurt Vile.,train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_9_10__g1,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_9_10,Here is Shawn Mendes - There's Nothing Holding Me Back.,I have provided Shawn Mendes - There's Nothing Holding Me Back.,train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_9_10__g2,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_9_10,Here is Shawn Mendes - There's Nothing Holding Me Back.,Here is the track There's Nothing Holding Me Back by Shawn Mendes.,train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_11_12__g1,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_11_12,"Okay, let me find something else. Here is Ed Sheeran - Happier.","Alright, let me look for another track. Here is Happier by Ed Sheeran.",train
dlg-51c51fde-7570-422b-95ae-0eb8b62efdca,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_11_12__g2,dlg-51c51fde-7570-422b-95ae-0eb8b62efdca_11_12,"Okay, let me find something else. Here is Ed Sheeran - Happier.",I'll find something different for you. Here is Ed Sheeran - Happier.,train
dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_0_3__g1,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_0_3,Here's John Lennon - Jealous Guy.,I have John Lennon's Jealous Guy for you.,train
dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_0_3__g2,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_0_3,Here's John Lennon - Jealous Guy.,Here is the song Jealous Guy by John Lennon.,train
dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_4_6__g1,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_4_6,Here's George Strait - Check Yes Or No.,I have George Strait - Check Yes Or No. for you.,train
dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_4_6__g2,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_4_6,Here's George Strait - Check Yes Or No.,Here is the song Check Yes Or No. by George Strait.,train
dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_10_13__g1,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_10_13,Here's I Can Still Make Cheyenne - George Strait.,Here is I Can Still Make Cheyenne by George Strait.,train
dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_10_13__g2,dlg-51d91c57-b3c4-4292-9c75-f5ff9ada3967_10_13,Here's I Can Still Make Cheyenne - George Strait.,I'm providing I Can Still Make Cheyenne - George Strait.,train
dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a,dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a_2_9__g1,dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a_2_9,Here is Royals by Lorde. Here is Green Light by Lorde for you.,I have Royals by Lorde here. I also have Green Light by Lorde for you.,train
dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a,dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a_2_9__g2,dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a_2_9,Here is Royals by Lorde. Here is Green Light by Lorde for you.,"Here is the song Royals by Lorde, and here is Green Light by Lorde for you.",train
dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a,dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a_11_14__g1,dlg-51faa1d3-7730-47ea-8211-2da617ae8a7a_11_14,Here is Tennis Court by Lorde.,I have provided Tennis Court by Lorde for you.,train
